num__Pclass,num__Age,num__SibSp,num__Parch,num__Fare,cat__Sex_female,cat__Sex_male,cat__Embarked_C,cat__Embarked_Q,cat__Embarked_S,Survived
0.827377244,-1.66984151,2.24747049,0.767629879,-0.224083121,1,0,0,0,1,0
0.827377244,0.638789012,0.432793366,5.73284383,-0.016444159,1,0,0,0,1,1
0.827377244,0,-0.474545196,-0.473673609,-0.502948539,0,1,1,0,0,0
-1.566106926,-0.823343652,2.24747049,2.008933366,4.647001077,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.489776426,1,0,0,1,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-1.566106926,0.792697714,-0.474545196,-0.473673609,-0.090272017,0,1,1,0,0,0
-1.566106926,0,0.432793366,-0.473673609,2.301728821,1,0,1,0,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
-0.369364841,2.793510833,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
-1.566106926,-0.130754495,0.432793366,-0.473673609,1.0060617,0,1,1,0,0,0
-1.566106926,0.946606415,0.432793366,-0.473673609,0.39858208,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.502863973,0,1,1,0,0,1
0.827377244,-0.669434951,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,-0.900298003,1.340131928,-0.473673609,-0.285997284,1,0,0,0,1,0
0.827377244,-1.208115406,0.432793366,-0.473673609,-0.422073541,1,0,1,0,0,1
0.827377244,0.792697714,0.432793366,-0.473673609,-0.457645492,1,0,0,0,1,0
-0.369364841,-0.207708846,0.432793366,-0.473673609,-0.225593223,1,0,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.48944219,0,1,1,0,0,0
-0.369364841,-2.054613264,0.432793366,2.008933366,0.188762532,1,0,1,0,0,1
0.827377244,-0.823343652,-0.474545196,-0.473673609,-0.489776426,1,0,0,1,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,0,0.432793366,-0.473673609,-0.336334002,0,1,0,1,0,0
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
0.827377244,0,1.340131928,-0.473673609,-0.211917743,0,1,1,0,0,0
0.827377244,-0.900298003,0.432793366,-0.473673609,-0.290024222,1,0,0,0,1,0
0.827377244,-1.746795861,3.154809051,0.767629879,0.150673744,0,1,0,0,1,0
0.827377244,-0.669434951,-0.474545196,-0.473673609,-0.491371093,0,1,0,0,1,0
-1.566106926,1.48528687,0.432793366,-0.473673609,0.896496787,1,0,1,0,0,1
-0.369364841,-0.053800145,0.432793366,-0.473673609,-0.124919787,1,0,0,0,1,1
-1.566106926,2.716556482,-0.474545196,0.767629879,0.599510151,0,1,1,0,0,0
-1.566106926,0,-0.474545196,-0.473673609,0.066359742,0,1,0,0,1,1
-0.369364841,-0.669434951,-0.474545196,-0.473673609,-0.437007438,1,0,0,0,1,1
0.827377244,-0.09227732,-0.474545196,-0.473673609,-0.502863973,0,1,1,0,0,0
-0.369364841,-1.900704562,0.432793366,2.008933366,-0.089684084,1,0,0,0,1,1
0.827377244,-1.438978458,4.062147613,2.008933366,0.295895176,0,1,0,0,1,0
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.502863973,0,1,1,0,0,0
-1.566106926,0.638789012,-0.474545196,-0.473673609,0.962353321,1,0,0,0,1,1
-1.566106926,1.177469467,0.432793366,-0.473673609,1.032321359,0,1,0,0,1,0
0.827377244,-1.977658913,2.24747049,2.008933366,-0.086663881,0,1,0,0,1,0
-1.566106926,0,-0.474545196,-0.473673609,-0.090272017,0,1,1,0,0,0
0.827377244,0,0.432793366,0.767629879,-0.34145224,0,1,1,0,0,1
-0.369364841,-0.053800145,-0.474545196,-0.473673609,-0.437007438,1,0,0,0,1,1
0.827377244,-0.823343652,-0.474545196,-0.473673609,-0.484156835,0,1,0,0,1,0
0.827377244,-0.977252354,3.154809051,2.008933366,-0.488854258,1,0,0,0,1,1
0.827377244,-0.284663197,1.340131928,-0.473673609,-0.474004926,0,1,0,0,1,0
-0.369364841,0.177062908,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
0.827377244,-1.054206704,4.062147613,2.008933366,0.295895176,1,0,0,0,1,0
-0.369364841,-0.669434951,-0.474545196,-0.473673609,0.831477855,0,1,0,0,1,0
0.827377244,-0.284663197,0.432793366,-0.473673609,-0.357390858,0,1,1,0,0,0
0.827377244,0.177062908,-0.474545196,-0.473673609,0.489103607,0,1,0,0,1,1
0.827377244,-0.361617548,-0.474545196,-0.473673609,-0.494391297,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
-0.369364841,-2.221604205,-0.474545196,2.008933366,-0.064515725,0,1,0,0,1,1
0.827377244,0.023154206,-0.474545196,-0.473673609,-0.397241431,1,0,0,0,1,1
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.467209469,0,1,0,0,1,0
0.827377244,-0.053800145,-0.474545196,-0.473673609,-0.457142125,0,1,0,0,1,1
0.827377244,0,-0.474545196,-0.473673609,-0.491622777,1,0,0,1,0,1
-1.566106926,-0.130754495,-0.474545196,-0.473673609,0.299922113,0,1,0,0,1,0
-0.369364841,-0.977252354,-0.474545196,-0.473673609,-0.437007438,1,0,0,0,1,1
0.827377244,0.254017258,2.24747049,-0.473673609,-0.329286862,1,0,0,0,1,1
0.827377244,-1.054206704,0.432793366,3.250236854,0.043708218,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
-1.566106926,-0.515526249,2.24747049,2.008933366,4.647001077,1,0,0,0,1,1
0.827377244,-0.438571898,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,-0.053800145,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,-0.746389301,-0.474545196,-0.473673609,-0.490279793,0,1,0,0,1,0
-1.566106926,1.254423818,0.432793366,-0.473673609,0.583317835,0,1,0,0,1,0
0.827377244,-0.284663197,0.432793366,2.008933366,-0.234150465,0,1,0,0,1,0
0.827377244,2.254830378,-0.474545196,-0.473673609,-0.502445171,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
-1.566106926,3.178282586,-0.474545196,-0.473673609,0.049329823,0,1,1,0,0,0
-1.566106926,-0.515526249,-0.474545196,0.767629879,0.627277898,0,1,1,0,0,1
-0.369364841,0.330971609,-0.474545196,0.767629879,-0.185323848,1,0,0,0,1,1
-0.369364841,0.330971609,0.432793366,-0.473673609,-0.124919787,0,1,0,0,1,0
0.827377244,-0.130754495,-0.474545196,-0.473673609,-0.48944219,1,0,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-1.566106926,-0.669434951,-0.474545196,0.767629879,0.907737982,0,1,0,0,1,0
0.827377244,0.254017258,-0.474545196,-0.473673609,-0.474172044,0,1,0,0,1,0
0.827377244,0.561834661,1.340131928,-0.473673609,-0.488854258,0,1,0,0,1,0
0.827377244,-0.130754495,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
0.827377244,-0.669434951,-0.474545196,-0.473673609,-0.494391297,1,0,0,0,1,1
0.827377244,0,-0.474545196,-0.473673609,-0.491874461,0,1,0,0,1,1
0.827377244,0.638789012,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
0.827377244,0,0.432793366,-0.473673609,-0.162168958,1,0,0,1,0,1
-1.566106926,1.331378169,-0.474545196,-0.473673609,0.39858208,0,1,0,0,1,0
0.827377244,-1.16963823,0.432793366,-0.473673609,-0.357390858,1,0,1,0,0,0
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,-0.746389301,0.432793366,-0.473673609,-0.450598352,1,0,0,0,1,0
0.827377244,-0.977252354,-0.474545196,-0.473673609,-0.357308306,1,0,1,0,0,0
0.827377244,-0.669434951,-0.474545196,-0.473673609,-0.488854258,0,1,0,0,1,0
0.827377244,3.139805411,-0.474545196,-0.473673609,-0.492377828,0,1,0,1,0,0
-0.369364841,-0.053800145,0.432793366,-0.473673609,-0.225593223,0,1,0,0,1,0
-1.566106926,-0.438571898,-0.474545196,0.767629879,4.335332227,0,1,1,0,0,0
0.827377244,-2.131567615,3.154809051,2.008933366,-0.018709312,1,0,0,0,1,0
-0.369364841,-0.669434951,1.340131928,-0.473673609,0.831477855,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
-0.369364841,0.215540083,0.432793366,-0.473673609,-0.042955502,0,1,1,0,0,0
-0.369364841,0.215540083,-0.474545196,-0.473673609,-0.38667072,1,0,0,0,1,1
-1.566106926,1.870058624,-0.474545196,0.767629879,0.907737982,0,1,0,0,1,0
0.827377244,-1.362024107,0.432793366,-0.473673609,-0.422073541,0,1,1,0,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,0,1,0,1,0,0
0.827377244,-0.438571898,-0.474545196,-0.473673609,-0.504625758,0,1,0,0,1,1
0.827377244,0,0.432793366,0.767629879,-0.198244277,1,0,1,0,0,1
0.827377244,1.177469467,-0.474545196,-0.473673609,-0.50798221,0,1,0,0,1,0
0.827377244,0.254017258,-0.474545196,-0.473673609,-0.48944219,0,1,1,0,0,0
0.827377244,-0.746389301,-0.474545196,-0.473673609,-0.506472109,0,1,0,0,1,0
0.827377244,1.331378169,0.432793366,-0.473673609,-0.356468689,1,0,0,0,1,0
-0.369364841,-0.053800145,0.432793366,-0.473673609,-0.124919787,1,0,0,0,1,1
-0.369364841,-0.361617548,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
-0.369364841,-0.515526249,-0.474545196,-0.473673609,-0.345479177,0,1,1,0,0,0
-1.566106926,-0.823343652,-0.474545196,2.008933366,-0.11921563,1,0,0,0,1,1
-1.566106926,0.561834661,0.432793366,-0.473673609,0.420730236,0,1,0,0,1,0
0.827377244,-1.054206704,-0.474545196,-0.473673609,-0.462846282,0,1,0,0,1,0
-1.566106926,-0.438571898,-0.474545196,-0.473673609,0.946245572,0,1,1,0,0,0
0.827377244,0,-0.474545196,2.008933366,-0.34145224,1,0,1,0,0,0
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.492377828,1,0,0,0,1,1
0.827377244,-0.438571898,0.432793366,-0.473673609,-0.329286862,1,0,0,0,1,1
0.827377244,-0.823343652,-0.474545196,-0.473673609,-0.512512515,0,1,0,1,0,0
-0.369364841,-0.900298003,-0.474545196,-0.473673609,-0.416872751,0,1,0,0,1,0
-0.369364841,-0.823343652,0.432793366,0.767629879,0.091528101,0,1,0,0,1,0
0.827377244,-0.207708846,-0.474545196,-0.473673609,-0.491455659,0,1,0,0,1,1
0.827377244,-1.592887159,1.340131928,2.008933366,0.043708218,1,0,0,0,1,0
-0.369364841,0.523357486,-0.474545196,2.008933366,-0.124919787,0,1,0,0,1,0
-0.369364841,0.946606415,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
-0.369364841,1.639195572,-0.474545196,-0.473673609,-0.396234697,0,1,0,0,1,0
-1.566106926,-0.5924806,0.432793366,-0.473673609,0.692548513,1,0,0,0,1,1
0.827377244,1.98549015,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,0.831174889,-0.474545196,2.008933366,-0.356468689,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.501186753,0,1,0,0,1,0
-1.566106926,1.639195572,-0.474545196,0.767629879,0.587429338,0,1,1,0,0,0
0.827377244,-1.054206704,-0.474545196,-0.473673609,-0.492714077,1,0,0,1,0,1
0.827377244,0.023154206,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.474004926,0,1,0,0,1,0
0.827377244,0,6.784163299,2.008933366,0.75194584,0,1,0,0,1,0
0.827377244,1.100515116,-0.474545196,0.767629879,-0.32425319,0,1,0,0,1,0
-0.369364841,0.792697714,-0.474545196,-0.473673609,-0.33130033,1,0,0,0,1,1
0.827377244,-0.284663197,-0.474545196,-0.473673609,-0.491874461,0,1,0,0,1,0
0.827377244,-0.977252354,-0.474545196,-0.473673609,-0.474004926,0,1,0,0,1,0
0.827377244,-2.208521965,3.154809051,0.767629879,0.150673744,0,1,0,0,1,0
0.827377244,-1.592887159,-0.474545196,2.008933366,-0.235157199,0,1,0,0,1,1
-1.566106926,0,-0.474545196,0.767629879,0.458986142,1,0,0,0,1,1
0.827377244,1.177469467,0.432793366,4.491540342,-0.086663881,1,0,0,0,1,0
-1.566106926,0,-0.474545196,-0.473673609,-0.126429888,0,1,0,0,1,0
0.827377244,-0.130754495,-0.474545196,-0.473673609,0.489103607,0,1,0,0,1,0
-1.566106926,2.408739079,-0.474545196,-0.473673609,0.026090367,0,1,0,0,1,0
0.827377244,-1.977658913,3.154809051,0.767629879,-0.061998889,0,1,0,1,0,0
0.827377244,-2.208521965,0.432793366,0.767629879,-0.424256141,1,0,0,0,1,1
0.827377244,-0.669434951,-0.474545196,-0.473673609,-0.488854258,0,1,0,0,1,0
-1.566106926,2.023967325,-0.474545196,-0.473673609,-0.030371323,0,1,1,0,0,0
0.827377244,-0.900298003,0.432793366,0.767629879,-0.490279793,0,1,0,0,1,0
0.827377244,0,2.24747049,0.767629879,-0.135657615,0,1,0,0,1,0
-1.566106926,1.562241221,-0.474545196,-0.473673609,-0.070304448,1,0,1,0,0,0
-0.369364841,0.023154206,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
0.827377244,0.484880311,-0.474545196,-0.473673609,-0.648421654,0,1,0,0,1,0
0.827377244,0,6.784163299,2.008933366,0.75194584,1,0,0,0,1,0
-0.369364841,0,-0.474545196,-0.473673609,-0.345394611,0,1,1,0,0,0
0.827377244,-1.592887159,3.154809051,2.008933366,-0.016444159,0,1,0,0,1,0
-0.369364841,-2.208521965,1.340131928,0.767629879,0.136831147,0,1,0,0,1,1
0.827377244,-1.977658913,-0.474545196,2.008933366,-0.204955168,1,0,0,0,1,1
-1.566106926,0,-0.474545196,-0.473673609,0.358312706,0,1,0,0,1,0
0.827377244,0,0.432793366,-0.473673609,-0.336334002,1,0,0,1,0,1
-1.566106926,1.177469467,-0.474545196,-0.473673609,-0.113845709,0,1,0,0,1,1
0.827377244,0.792697714,0.432793366,0.767629879,-0.336334002,0,1,0,1,0,0
0.827377244,0.484880311,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-0.369364841,0.177062908,-0.474545196,-0.473673609,-0.38667072,1,0,0,0,1,1
-0.369364841,-0.823343652,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
0.827377244,-0.823343652,0.432793366,-0.473673609,-0.490279793,1,0,0,0,1,1
-0.369364841,-2.054613264,0.432793366,0.767629879,-0.124919787,0,1,0,0,1,1
-1.566106926,1.100515116,-0.474545196,-0.473673609,-0.090272017,1,0,1,0,0,1
-1.566106926,2.177876027,-0.474545196,-0.473673609,2.301728821,1,0,1,0,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,0,1,0,1,0,0
0.827377244,0.946606415,-0.474545196,0.767629879,-0.479205715,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
-0.369364841,-0.438571898,-0.474545196,-0.473673609,-0.38667072,1,0,0,0,1,0
0.827377244,-0.130754495,-0.474545196,-0.473673609,-0.457142125,0,1,0,0,1,0
0.827377244,0,6.784163299,2.008933366,0.75194584,0,1,0,0,1,0
0.827377244,0.330971609,-0.474545196,-0.473673609,-0.517630753,0,1,0,0,1,0
0.827377244,1.215946643,-0.474545196,-0.473673609,-0.502948539,0,1,1,0,0,0
0.827377244,-0.900298003,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,1
0.827377244,-2.131567615,-0.474545196,0.767629879,-0.437762489,1,0,0,0,1,0
0.827377244,0.177062908,0.432793366,-0.473673609,-0.329286862,0,1,0,0,1,0
0.827377244,-0.284663197,-0.474545196,-0.473673609,-0.270141218,0,1,1,0,0,1
0.827377244,-1.054206704,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
-1.566106926,0.792697714,-0.474545196,-0.473673609,-0.024246351,0,1,1,0,0,1
0.827377244,-0.438571898,-0.474545196,-0.473673609,-0.506472109,0,1,0,0,1,0
-0.369364841,0.40792596,-0.474545196,-0.473673609,-0.225593223,1,0,0,0,1,1
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.502445171,0,1,0,0,1,0
-0.369364841,0.023154206,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
0.827377244,0,0.432793366,-0.473673609,-0.492377828,0,1,0,1,0,0
-1.566106926,0.100108557,0.432793366,-0.473673609,1.632335038,1,0,1,0,0,1
0.827377244,-0.207708846,-0.474545196,-0.473673609,-0.488854258,1,0,0,0,1,1
-0.369364841,0.946606415,0.432793366,-0.473673609,-0.1047851,0,1,0,0,1,0
-1.566106926,0.177062908,-0.474545196,-0.473673609,0.887687861,1,0,1,0,0,1
-0.369364841,0.023154206,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
0.827377244,-1.054206704,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,1
-0.369364841,-0.207708846,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
0.827377244,1.639195572,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-1.566106926,0.638789012,0.432793366,-0.473673609,1.163700193,0,1,0,0,1,1
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.460162328,0,1,0,0,1,0
-0.369364841,-0.823343652,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,1
0.827377244,-0.707912126,-0.474545196,-0.473673609,-0.502445171,0,1,0,0,1,0
-0.369364841,-0.900298003,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,0
0.827377244,0,2.24747049,0.767629879,-0.135657615,1,0,0,0,1,0
-1.566106926,0.40792596,0.432793366,-0.473673609,1.032321359,1,0,0,0,1,1
0.827377244,-0.053800145,-0.474545196,-0.473673609,-0.491874461,0,1,0,0,1,0
-0.369364841,2.254830378,-0.474545196,-0.473673609,-0.376603377,0,1,0,0,1,0
0.827377244,-1.900704562,3.154809051,2.008933366,-0.016444159,1,0,0,0,1,1
-0.369364841,-0.438571898,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.496404765,1,0,0,0,1,0
-0.369364841,1.100515116,0.432793366,-0.473673609,-0.124919787,0,1,0,0,1,0
-0.369364841,-1.66984151,-0.474545196,2.008933366,-0.119886115,1,0,0,0,1,1
-0.369364841,-0.823343652,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
-0.369364841,0.254017258,-0.474545196,-0.473673609,-0.401268368,0,1,0,0,1,0
0.827377244,0,0.432793366,-0.473673609,-0.357390858,1,0,1,0,0,0
0.827377244,0,0.432793366,-0.473673609,-0.336334002,1,0,0,1,0,1
-0.369364841,-0.053800145,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.504962007,0,1,0,0,1,0
0.827377244,0.023154206,-0.474545196,-0.473673609,-0.502948539,0,1,1,0,0,0
-1.566106926,1.100515116,1.340131928,-0.473673609,1.163700193,0,1,0,1,0,0
0.827377244,-0.361617548,-0.474545196,-0.473673609,-0.491874461,1,0,0,0,1,0
-0.369364841,-0.438571898,-0.474545196,2.008933366,-0.356468689,1,0,0,0,1,1
-1.566106926,0.561834661,0.432793366,0.767629879,0.409740724,0,1,0,0,1,1
-0.369364841,1.870058624,0.432793366,-0.473673609,-0.124919787,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.502445171,0,1,0,0,1,0
0.827377244,-0.053800145,0.432793366,0.767629879,-0.437762489,1,0,0,0,1,0
-1.566106926,2.48569343,-0.474545196,-0.473673609,-0.113845709,0,1,0,0,1,0
0.827377244,0.023154206,0.432793366,-0.473673609,-0.32425319,0,1,0,0,1,0
0.827377244,0.869652064,-0.474545196,2.008933366,-0.241449289,1,0,0,0,1,0
0.827377244,-0.053800145,-0.474545196,2.008933366,-0.34145224,1,0,1,0,0,1
-1.566106926,0,-0.474545196,-0.473673609,0.946245572,1,0,1,0,0,1
-1.566106926,0.023154206,-0.474545196,-0.473673609,1.093228788,1,0,0,0,1,1
-1.566106926,0.40792596,-0.474545196,-0.473673609,9.667166525,1,0,1,0,0,1
-0.369364841,1.562241221,-0.474545196,0.767629879,-0.124919787,1,0,0,0,1,1
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,0,1,0,1,0,0
0.827377244,-2.054613264,3.154809051,2.008933366,-0.016444159,0,1,0,0,1,1
-1.566106926,1.716149922,0.432793366,0.767629879,0.955306181,0,1,0,0,1,0
-1.566106926,0.792697714,-0.474545196,-0.473673609,-0.648421654,0,1,0,0,1,0
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,0
-0.369364841,0.484880311,-0.474545196,-0.473673609,-0.437007438,0,1,0,0,1,0
0.827377244,-1.054206704,3.154809051,0.767629879,0.150673744,0,1,0,0,1,0
0.827377244,-0.361617548,0.432793366,-0.473673609,-0.491874461,0,1,0,0,1,1
-1.566106926,2.177876027,-0.474545196,0.767629879,2.441497779,1,0,0,0,1,1
-1.566106926,0.40792596,-0.474545196,-0.473673609,2.082512414,1,0,0,0,1,1
-1.566106926,0,-0.474545196,-0.473673609,-0.024246351,0,1,0,0,1,0
0.827377244,-0.361617548,-0.474545196,-0.473673609,-0.648421654,0,1,0,0,1,1
-0.369364841,0.869652064,-0.474545196,0.767629879,-0.255795253,1,0,0,0,1,1
-1.566106926,0.561834661,-0.474545196,0.767629879,-0.050421444,0,1,1,0,0,0
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
-1.566106926,2.562647781,0.432793366,-0.473673609,0.921244331,1,0,0,0,1,1
0.827377244,1.177469467,-0.474545196,-0.473673609,-0.492377828,1,0,0,0,1,0
-0.369364841,0,-0.474545196,-0.473673609,-0.648421654,0,1,0,0,1,0
0.827377244,-1.746795861,3.154809051,0.767629879,-0.061998889,0,1,0,1,0,0
0.827377244,0.40792596,0.432793366,0.767629879,-0.240694238,1,0,0,0,1,1
0.827377244,2.716556482,-0.474545196,-0.473673609,-0.492377828,0,1,0,1,0,0
0.827377244,-0.130754495,-0.474545196,-0.473673609,-0.490279793,0,1,0,0,1,0
0.827377244,-1.054206704,-0.474545196,-0.473673609,-0.457142125,0,1,0,0,1,0
0.827377244,-0.823343652,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,1
-1.566106926,0,-0.474545196,-0.473673609,-0.124919787,0,1,0,0,1,0
0.827377244,0.254017258,-0.474545196,-0.473673609,-0.474004926,0,1,1,0,0,0
0.827377244,0.023154206,-0.474545196,-0.473673609,-0.457142125,0,1,0,0,1,1
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-0.369364841,0.946606415,-0.474545196,-0.473673609,-0.38667072,0,1,0,0,1,1
0.827377244,-0.5924806,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
-1.566106926,-0.284663197,-0.474545196,-0.473673609,0.939198431,1,0,0,0,1,1
-1.566106926,-0.823343652,0.432793366,-0.473673609,1.185429548,1,0,1,0,0,1
-0.369364841,0.484880311,-0.474545196,-0.473673609,-0.389187556,0,1,1,0,0,0
0.827377244,-0.438571898,-0.474545196,-0.473673609,-0.470229672,1,0,0,0,1,0
0.827377244,-0.438571898,-0.474545196,-0.473673609,-0.48944219,0,1,0,0,1,0
-1.566106926,0,-0.474545196,-0.473673609,-0.090272017,0,1,1,0,0,0
0.827377244,-0.477049074,-0.474545196,-0.473673609,-0.502863973,0,1,1,0,0,0
-1.566106926,-2.131567615,0.432793366,2.008933366,2.40299019,1,0,0,0,1,0
-1.566106926,0,-0.474545196,-0.473673609,-0.034313694,0,1,0,0,1,1
-1.566106926,1.562241221,-0.474545196,0.767629879,4.335332227,1,0,1,0,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.492377828,1,0,0,1,0,1
0.827377244,0,1.340131928,-0.473673609,-0.180290176,0,1,0,1,0,1
0.827377244,-0.823343652,-0.474545196,-0.473673609,-0.648421654,0,1,0,0,1,0
-0.369364841,0,-0.474545196,-0.473673609,-0.399758267,1,0,0,1,0,1
0.827377244,0,-0.474545196,-0.473673609,-0.486337422,0,1,0,0,1,0
-1.566106926,-2.214678313,0.432793366,2.008933366,2.40299019,0,1,0,0,1,1
-1.566106926,0,-0.474545196,-0.473673609,1.584178906,1,0,1,0,0,1
-1.566106926,-0.977252354,0.432793366,-0.473673609,1.544245781,1,0,1,0,0,1
-0.369364841,0.023154206,0.432793366,-0.473673609,-0.165189161,0,1,1,0,0,0
-1.566106926,0.023154206,-0.474545196,-0.473673609,0.49782998,1,0,1,0,0,1
-1.566106926,-0.438571898,-0.474545196,-0.473673609,1.025944704,1,0,1,0,0,1
-1.566106926,-0.900298003,1.340131928,2.008933366,4.634416897,1,0,1,0,0,1
